6135
527331	527718	2	0	0
527904	528051	2	0	0
528760	528864	2	0	0
529581	529682	2	0	0
529773	529844	2	0	0
530037	530111	2	0	0
531075	531134	2	0	0
531461	531533	2	0	0
535903	535949	2	0	0
536416	536465	2	0	0
539382	539769	2	1	1
539955	540102	2	1	1
540802	540906	2	1	1
541623	541724	2	1	1
541815	541886	2	1	1
542081	542155	2	1	1
543119	543178	2	1	1
543505	543577	2	1	1
547951	547997	2	1	1
548450	548499	2	1	1
551487	551790	2	2	2
551976	552122	2	2	2
552806	552913	2	2	2
553644	553704	2	2	2
553816	553875	2	2	2
554069	554105	2	2	2
579706	579984	1	3	3
630610	630845	1	3	3
647941	648000	2	4	5
647941	648654	2	4	6
647941	649228	2	4	4
648690	649042	2	4	6
650647	652483	2	4	5
653606	653647	2	4	4
727124	727656	1	5	7
728746	730156	1	5	7
731284	731448	2	6	8
732218	732332	2	6	8
732419	732535	2	6	8
733016	733086	2	6	8
733173	733318	2	6	8
734095	734160	2	6	8
734448	734991	2	6	8
741748	741823	2	7	9
742301	742459	2	7	9
745923	746068	2	7	9
747300	747413	2	7	9
748215	748346	2	7	9
749831	749938	2	7	9
750601	750749	2	7	9
752520	752664	2	7	9
752827	753028	2	7	9
754061	754094	2	7	9
754110	754144	2	7	9
754262	754389	2	7	9
756662	756826	2	7	9
757615	757831	2	7	9
758775	759211	2	7	9
761803	761952	2	7	9
766930	767033	1	8	10
767167	767237	1	8	10
768045	768158	1	8	10
768692	768745	1	8	10
769551	769595	1	8	10
772019	772143	1	8	10
772578	772707	1	8	10
773154	773288	1	8	10
774020	774267	1	8	10
777722	777732	2	9	11
778717	778813	2	9	11
779463	779549	2	9	11
781291	781374	2	9	11
781530	781703	2	9	11
783574	783723	2	9	11
784134	784182	2	9	11
784324	784445	2	9	11
786585	786770	2	9	11
799226	799382	1	10	12
799569	799682	1	10	12
801572	801711	1	10	12
802077	802240	1	10	12
802198	802240	1	10	13
804047	804182	1	10	12
804047	804182	1	10	13
806565	806646	1	10	12
806565	806646	1	10	13
806592	806646	1	10	14
808072	808238	1	10	12
808072	808238	1	10	13
808072	808238	1	10	14
809320	809380	1	10	12
809320	809380	1	10	13
809320	809380	1	10	14
815830	815948	1	10	12
815830	815948	1	10	13
815830	815948	1	10	14
816029	816185	1	10	12
816029	816185	1	10	13
816029	816185	1	10	14
816385	816449	1	10	12
816385	816449	1	10	13
816385	816449	1	10	14
817367	817437	1	10	12
817367	817437	1	10	13
817367	817437	1	10	14
818557	818932	1	10	14
818557	818933	1	10	12
818557	818933	1	10	13
821795	822006	2	11	15
822037	822399	2	11	15
822819	824371	2	12	16
825212	825343	2	12	16
825650	825847	2	12	16
828137	828257	2	12	16
829524	829714	2	12	16
830671	830859	2	12	16
831487	831635	2	12	16
834770	834955	2	12	16
836918	837027	2	12	16
838514	838674	2	12	16
839425	839561	2	12	16
840193	840301	2	12	16
841286	841426	2	12	16
846116	846202	2	13	17
846888	846954	2	13	17
847699	847884	2	13	17
849303	849443	2	13	17
850390	850586	2	13	17
851617	851789	2	13	17
852993	853168	2	13	17
854715	854919	2	13	17
861140	861413	2	13	17
862624	863324	2	14	18
863552	863618	2	14	18
863694	864028	2	14	18
876900	877042	1	15	19
877815	877916	1	15	19
878474	878596	1	15	19
879041	880926	1	15	19
884567	884909	2	16	20
889229	889382	2	16	20
892628	892795	1	17	21
892659	892795	1	17	22
895981	896098	1	17	21
895981	896098	1	17	22
896469	896619	1	17	21
896469	896619	1	17	22
896745	896763	1	17	22
896745	896904	1	17	21
896765	896770	1	17	22
896772	896774	1	17	22
896776	896904	1	17	22
896995	897222	1	17	21
896995	897222	1	17	22
897713	897979	1	17	21
897713	897979	1	17	22
898168	898287	1	17	21
898168	898287	1	17	22
898573	898707	1	17	21
898573	898707	1	17	22
899256	900268	1	17	22
899256	900396	1	17	21
901836	902083	2	18	23
902668	902799	2	18	23
903019	903102	2	18	23
903207	903273	2	18	23
903352	903774	2	18	23
905650	906485	2	19	24
906867	907042	2	19	24
907183	907289	2	19	24
907421	907546	2	19	24
907863	907972	2	19	24
908154	908216	2	19	24
910976	911011	2	20	25
910976	911011	2	20	26
911224	911430	2	20	25
911224	911430	2	20	26
911631	911768	2	20	25
911631	911768	2	20	26
911932	912034	2	20	25
911932	912034	2	20	26
912286	912378	2	20	25
912286	912378	2	20	26
912678	912781	2	20	25
912678	912781	2	20	26
913067	913201	2	20	25
913067	913201	2	20	26
913524	913665	2	20	25
913524	913665	2	20	26
913858	914036	2	20	25
913858	914036	2	20	26
914139	914256	2	20	25
914139	914256	2	20	26
914460	914592	2	20	25
914460	914592	2	20	26
915516	915639	2	20	25
915516	915639	2	20	26
915901	916048	2	20	25
915901	916048	2	20	26
916307	916422	2	20	25
916307	916422	2	20	26
916503	916677	2	20	25
916503	916677	2	20	26
916908	916968	2	20	25
916908	916968	2	20	26
917356	917467	2	20	25
917356	917467	2	20	26
917819	917924	2	20	25
917819	917924	2	20	26
918076	918289	2	20	25
918076	918289	2	20	26
918899	919224	2	20	25
918899	919224	2	20	26
919600	919702	2	20	25
919600	919702	2	20	26
920049	920267	2	20	25
920049	920267	2	20	26
921450	921740	2	20	25
921450	921740	2	20	26
921925	922045	2	20	25
921925	922045	2	20	26
922348	922532	2	20	25
922348	922532	2	20	26
922974	923156	2	20	25
922974	923156	2	20	26
923508	923704	2	20	25
923508	923704	2	20	26
923969	924181	2	20	25
923969	924181	2	20	26
924456	924636	2	20	25
924456	924636	2	20	26
924866	925030	2	20	25
924866	925030	2	20	26
925819	926023	2	20	25
925819	926023	2	20	26
926329	926479	2	20	25
926329	926479	2	20	26
926833	927023	2	20	25
926833	927023	2	20	26
927667	927781	2	20	25
927667	927781	2	20	26
928448	928550	2	20	25
928448	928550	2	20	26
928637	928810	2	20	25
928637	928810	2	20	26
929195	929291	2	20	25
929195	929291	2	20	26
929583	929750	2	20	25
929583	929750	2	20	26
930033	930161	2	20	25
930033	930161	2	20	26
930391	930550	2	20	25
930391	930550	2	20	26
930745	931076	2	20	25
930745	931076	2	20	26
931724	931942	2	20	25
931724	931942	2	20	26
932696	932797	2	20	25
932696	932797	2	20	26
933004	933131	2	20	25
933004	933131	2	20	26
933291	933457	2	20	25
933291	933648	2	20	26
933878	933989	2	20	25
946577	947620	1	21	27
950256	950507	2	22	28
950687	950851	2	22	28
950974	951104	2	22	28
951266	951377	2	22	28
952552	952740	2	22	28
952743	953060	2	22	28
953349	958077	2	23	29
958696	958792	2	23	29
958974	959053	2	23	29
959159	959243	2	23	29
959651	959717	2	23	29
959801	959977	2	23	29
960250	960357	2	23	29
963603	963746	2	23	29
971718	971843	2	23	29
982699	983730	2	24	30
992192	992347	2	25	31
992911	992936	2	25	31
993175	993276	2	25	31
993629	993739	2	25	31
994272	994342	2	25	31
994714	994853	2	25	31
995091	995195	2	25	31
996357	996382	2	26	32
996387	996589	2	26	33
996488	996589	2	26	32
997016	997129	2	26	32
997016	997129	2	26	33
997333	997403	2	26	32
997333	997403	2	26	33
997541	997680	2	26	32
997541	997680	2	26	33
998416	998511	2	26	33
998416	998550	2	26	32
999173	999270	2	27	34
999389	999524	2	27	35
999747	999772	2	27	35
999926	1000027	2	27	34
999926	1000027	2	27	35
1000180	1000293	2	27	34
1000180	1000293	2	27	35
1000404	1000480	2	27	34
1000404	1000480	2	27	35
1000612	1000751	2	27	34
1000612	1000751	2	27	35
1001265	1001363	2	27	34
1001265	1001419	2	27	35
1003901	1004121	2	28	36
1004282	1004383	2	28	36
1004495	1004602	2	28	36
1004865	1004935	2	28	36
1005500	1005639	2	28	36
1006200	1006331	2	28	36
1006808	1007076	1	29	37
1009669	1009826	1	29	37
1010426	1010600	1	29	37
1011558	1011706	1	29	37
1013046	1013532	1	29	37
1015810	1015957	1	29	37
1016890	1017102	1	29	37
1017748	1019682	1	29	37
1022633	1022851	2	30	38
1023400	1023548	2	30	38
1025100	1025277	2	30	38
1026047	1026406	2	30	38
1027115	1027189	2	30	38
1027976	1028050	2	30	38
1030182	1030343	2	30	38
1036876	1036974	2	30	38
1037352	1037430	2	30	38
1037859	1038079	2	30	38
